"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","start","parA","version","jitterX","jitterY"
"","psychophysics","46","499908","0.0-46.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5649",""," ","key"," ","16.66229289940823","500","250","eb","61","25","49","2","0","0"
"","psychophysics","47","504346","0.0-47.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4434",""," ","key"," ","16.662305660377353","500","250","eb","49","37","42","2","0","0"
"","psychophysics","48","510648","0.0-48.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","6297",""," ","key"," ","16.66214814814819","500","250","eb","39","52","31","2","0","0"
"","psychophysics","49","515997","0.0-49.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5346",""," ","key"," ","16.662693749999924","500","250","eb","57","41","52","2","0","0"
"","psychophysics","50","520953","0.0-50.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4953",""," ","key"," ","16.662530405405395","500","250","eb","31","25","27","2","0","0"
"","psychophysics","51","526366","0.0-51.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5407",""," ","key"," ","16.662111111111038","500","250","eb","53","47","46","2","0","0"
"","psychophysics","52","531642","0.0-52.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5273",""," ","key"," ","16.66239873417712","500","250","eb","44","33","39","2","0","0"
"","psychophysics","53","536284","0.0-53.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4640",""," ","key"," ","16.661415162454663","500","250","eb","48","29","43","2","0","0"
"","psychophysics","54","541340","0.0-54.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5053",""," ","key"," ","16.661980198020046","500","250","eb","54","31","49","2","0","0"
"","psychophysics","55","546983","0.0-55.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5639",""," ","key"," ","16.6625370919882","500","250","eb","31","35","26","2","0","0"
"","psychophysics","56","550981","0.0-56.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3996",""," ","key"," ","16.662815899581837","500","250","eb","29","28","25","2","0","0"
"","psychophysics","57","554870","0.0-57.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3883",""," ","key"," ","16.662527896995982","500","250","eb","55","37","45","2","0","0"
"","psychophysics","58","558796","0.0-58.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3923",""," ","key"," ","16.662478632478216","500","250","eb","51","50","44","2","0","0"
"","psychophysics","59","564289","0.0-59.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5491",""," ","key"," ","16.662495440729515","500","250","eb","44","26","39","2","0","0"
"","psychophysics","60","567369","0.0-60.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3076",""," ","key"," ","16.662706521738944","500","250","eb","43","47","35","2","0","0"
"","psychophysics","61","569408","0.0-61.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","2034",""," ","key"," ","16.662966942149097","500","250","inst","","","","","",""
"","psychophysics","62","572015","0.0-62.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","2603",""," ","key"," ","16.661929487179105","500","250","instZol0","0","0","","","0","0"
"","psychophysics","63","587453","0.0-63.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","15434",""," ","key"," ","16.662338378378443","500","250","instZol1","-2.7755575615628914e-17","-1.3","","","0","0"
"","psychophysics","64","606330","0.0-64.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","18867",""," ","key"," ","16.662363074204983","500","250","instZol2","1.0000000000000007","2","","1","0","0"
"","psychophysics","65","607989","0.0-65.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","1656",""," ","key"," ","16.661181818182353","500","250","inst","","","","","",""
"","psychophysics","66","615993","0.0-66.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","null","","null","key","null","16.662114822547075","500","250","zol","1.3800000000000003","-0.68","","1","-15","-8"
"","psychophysics","67","623996","0.0-67.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","null","","null","key","null","16.661753653444638","500","250","zol","1.4300000000000004","0.47","","1","18","28"
"","psychophysics","68","628561","0.0-68.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4563",""," ","key"," ","16.662300366300222","500","250","zol","1.4000000000000001","0.7","","1","4","22"
"","psychophysics","69","634841","0.0-69.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","6278",""," ","key"," ","16.66242021276613","500","250","zol","1.2400000000000002","0.16","","1","23","-16"
"","psychophysics","70","640736","0.0-70.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5892",""," ","key"," ","16.662815864022793","500","250","zol","1.37","-0.37","","1","4","-29"
"","psychophysics","71","646512","0.0-71.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5768",""," ","key"," ","16.661991329479765","500","250","zol","0.9399999999999998","0.66","","1","-10","11"
"","psychophysics","72","653783","0.0-72.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","7267",""," ","key"," ","16.66230804597686","500","250","zol","1.02","0.38","","1","-14","23"
"","psychophysics","73","660994","0.0-73.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","7209",""," ","key"," ","16.66202546296295","500","250","zol","0.8099999999999999","-0.21","","1","-6","-26"
"","psychophysics","74","668928","0.0-74.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","7925",""," ","key"," ","16.66232000000015","500","250","zol","0.86","0.44","","1","-19","-8"
"","psychophysics","75","675001","0.0-75.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","6065",""," ","key"," ","16.662181818181747","500","250","zol","0.9799999999999999","-0.28","","1","-13","-4"
"","psychophysics","76","679673","0.0-76.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4667",""," ","key"," ","16.662621428571374","500","250","zol","1.1300000000000001","0.07","","1","-25","-12"
"","psychophysics","77","684486","0.0-77.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4807",""," ","key"," ","16.662239583333253","500","250","zol","1.2400000000000002","-0.64","","1","-23","10"
"","psychophysics","78","692489","0.0-78.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","null","","null","key","null","16.662478079332043","500","250","zol","1.13","-0.33","","1","-27","-30"
"","psychophysics","79","697732","0.0-79.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5235",""," ","key"," ","16.66187579617806","500","250","zol","0.93","-0.13","","1","-14","-17"
"","psychophysics","80","705744","0.0-80.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","null","","null","key","null","16.66230688935281","500","250","zol","1.28","-0.28","","1","-15","20"
"","psychophysics","81","708157","0.0-81.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","2410",""," ","key"," ","16.66138194444486","500","250","inst","","","","","",""
"","psychophysics","82","710529","0.0-82.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","2370",""," ","key"," ","16.662873239436802","500","250","instBr0","0","0","300","","0","0"
"","psychophysics","83","720893","0.0-83.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","10362",""," ","key"," ","16.66235426731086","500","250","instBr1","0","-40","300","","0","0"
"","psychophysics","84","735660","0.0-84.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","14762",""," ","key"," ","16.662362711864397","500","250","instBr3","24","40","300","2","0","0"
"","psychophysics","85","740704","0.0-85.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5041",""," ","key"," ","16.66247350993352","500","250","inst","","","","","",""
"","psychophysics","86","746053","0.0-86.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5345",""," ","key"," ","16.66280000000006","500","250","br","20","-30","210","2","10","29"
"","psychophysics","87","750685","0.0-87.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4630",""," ","key"," ","16.66207942238291","500","250","br","20","-26","267","2","11","21"
"","psychophysics","88","755357","0.0-88.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4669",""," ","key"," ","16.662401433691958","500","250","br","21","1","201","2","-11","-27"
"","psychophysics","89","760710","0.0-89.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5348",""," ","key"," ","16.661746875000244","500","250","br","18","-7","263","2","-26","-20"
"","psychophysics","90","764901","0.0-90.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4188",""," ","key"," ","16.662517928286917","500","250","br","25","-4","219","2","-24","17"
"","psychophysics","91","768663","0.0-91.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3756",""," ","key"," ","16.662284444444296","500","250","br","20","3","275","2","11","-23"
"","psychophysics","92","771030","0.0-92.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","2362",""," ","key"," ","16.662354609929025","500","250","br","22","19","241","2","-19","-12"
"","psychophysics","93","775762","0.0-93.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4727",""," ","key"," ","16.662406360424065","500","250","br","20","-7","211","2","22","-23"
"","psychophysics","94","778259","0.0-94.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","2493",""," ","key"," ","16.66232214765092","500","250","br","24","22","213","2","-26","21"
"","psychophysics","95","783615","0.0-95.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5353",""," ","key"," ","16.662481249999836","500","250","br","27","5","290","2","4","22"
"","psychophysics","96","786536","0.0-96.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","2916",""," ","key"," ","16.662545977011135","500","250","br","26","5","277","2","-24","-18"
"","psychophysics","97","791426","0.0-97.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4886",""," ","key"," ","16.66263139931725","500","250","br","22","3","257","2","26","-5"
"","psychophysics","98","795893","0.0-98.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4462",""," ","key"," ","16.662505617977402","500","250","br","22","10","274","2","4","26"
"","psychophysics","99","803277","0.0-99.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","7379",""," ","key"," ","16.6622285067875","500","250","br","27","-15","296","2","11","-3"
"","psychophysics","100","808824","0.0-100.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5546",""," ","key"," ","16.662843373494017","500","250","br","24","17","274","2","-11","-25"
"","psychophysics","101","810645","0.0-101.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","1817",""," ","key"," ","16.6633888888895","500","250","inst","","","","","",""
"","psychophysics","102","827054","0.0-102.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","16408",""," ","key"," ","16.66224288617886","500","250","instPog0","160","190","160","1","0","0"
"","psychophysics","103","840598","0.0-103.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","13541",""," ","key"," ","16.662312807881715","500","250","instPog1","160","190","160","1","0","0"
"","psychophysics","104","850703","0.0-104.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","10102",""," ","key"," ","16.66244958677687","500","250","instPog2","176","160","160","1","0","0"
"","psychophysics","105","861110","0.0-105.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","10401",""," ","key"," ","16.662552884615323","500","250","inst","","","","","",""
"","psychophysics","106","866848","0.0-106.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5737",""," ","key"," ","16.662099125364364","500","250","pog","209","217","191","1","0","0"
"","psychophysics","107","874851","0.0-107.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","null","","null","key","null","16.662304166666825","500","250","pog","182","134","176","1","0","0"
"","psychophysics","108","879522","0.0-108.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4665",""," ","key"," ","16.66247670250898","500","250","pog","152","172","131","1","0","0"
"","psychophysics","109","884207","0.0-109.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4682",""," ","key"," ","16.66245000000012","500","250","pog","196","136","175","1","0","0"
"","psychophysics","110","889719","0.0-110.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5510",""," ","key"," ","16.66220909090903","500","250","pog","180","194","166","1","0","0"
"","psychophysics","111","895406","0.0-111.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5681",""," ","key"," ","16.66232941176448","500","250","pog","180","146","180","1","0","0"
"","psychophysics","112","897837","0.0-112.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","2427",""," ","key"," ","16.662620689654883","500","250","pog","179","175","175","1","0","0"
"","psychophysics","113","901485","0.0-113.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3645",""," ","key"," ","16.66241743119269","500","250","pog","162","126","156","1","0","0"
"","psychophysics","114","906773","0.0-114.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5284",""," ","key"," ","16.66191455696214","500","250","pog","146","180","137","1","0","0"
"","psychophysics","115","912494","0.0-115.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5719",""," ","key"," ","16.662795918367113","500","250","pog","172","202","165","1","0","0"
"","psychophysics","116","917623","0.0-116.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5124",""," ","key"," ","16.662356209150268","500","250","pog","188","104","177","1","0","0"
"","psychophysics","117","920817","0.0-117.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3188",""," ","key"," ","16.662486910994936","500","250","pog","183","163","174","1","0","0"
"","psychophysics","118","926275","0.0-118.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5454",""," ","key"," ","16.66229051987773","500","250","pog","161","121","156","1","0","0"
"","psychophysics","119","929572","0.0-119.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3295",""," ","key"," ","16.66239593908614","500","250","pog","189","193","178","1","0","0"
"","psychophysics","120","936312","0.0-120.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","6735",""," ","key"," ","16.662444168734698","500","250","pog","196","180","184","1","0","0"
"","psychophysics","121","939618","0.0-121.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","3302",""," ","key"," ","16.66305555555572","500","250","inst","","","","","",""
"","psychophysics","122","955343","0.0-122.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","15723",""," ","key"," ","16.66230679405512","500","250","instZol1","0.09999999999999981","-1.3","","","0","0"
"","psychophysics","123","965074","0.0-123.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","9724",""," ","key"," ","16.662478559176634","500","250","instZol2","-1.0999999999999992","2","","2","0","0"
"","psychophysics","124","979667","0.0-124.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","14587",""," ","key"," ","16.662351999999956","500","250","inst","","","","","",""
"","psychophysics","125","985504","0.0-125.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5829",""," ","key"," ","16.66253868194816","500","250","zol","-0.42999999999999994","0.43","","2","24","18"
"","psychophysics","126","992430","0.0-126.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","6919",""," ","key"," ","16.662672289156816","500","250","zol","-0.81","0.61","","2","-3","26"
"","psychophysics","127","1000272","0.0-127.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","7832",""," ","key"," ","16.662278723404395","500","250","zol","-0.9600000000000001","0.56","","2","-29","7"
"","psychophysics","128","1006171","0.0-128.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","5890",""," ","key"," ","16.662671388101845","500","250","zol","-1.4000000000000001","0.7","","2","-22","21"
"","psychophysics","129","1011116","0.0-129.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4943",""," ","key"," ","16.66199324324348","500","250","zol","-0.75","-0.25","","2","23","19"
"","psychophysics","130","1018006","0.0-130.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","6886",""," ","key"," ","16.662381067961054","500","250","zol","-0.7400000000000001","0.44","","2","0","-26"
"","psychophysics","131","1024255","0.0-131.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","6237",""," ","key"," ","16.662521390374476","500","250","zol","-1.2400000000000002","0.54","","2","28","-6"
"","psychophysics","132","1029247","0.0-132.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","4982",""," ","key"," ","16.662575250836074","500","250","zol","-1.2600000000000002","0.66","","2","3","24"
"","psychophysics","133","1036534","0.0-133.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","7284",""," ","key"," ","16.66264449541298","500","250","zol","-0.8300000000000001","0.53","","2","17","20"
"","psychophysics","134","1043081","0.0-134.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","6545",""," ","key"," ","16.661892857143005","500","250","zol","-0.9899999999999999","-0.11","","2","-18","18"
"","psychophysics","135","1050171","0.0-135.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","7082",""," ","key"," ","16.66252594339614","500","250","zol","-0.83","-0.47","","2","-17","11"
"","psychophysics","136","1058174","0.0-136.0","64d95acd2edfa61eca0d3cfb","64dbc169d356e8b420712f9a","","","","","null","","null","key","null","16.662504166666864","500","250","zol","-1.27","-0.63","","2","18","-10"
