"rt","response_type","key_press","response","avg_frame_time","center_x","center_y","task","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","ml_len","ml_start","ml_x","ml_y","resp","targ","back"
"5861","key"," "," ","13.337999999999962","500","250","pz","psychophysics","80","489614","0.0-80.0","16","34","","","","","31","26",""
"5962","key"," "," ","13.338374439461967","500","250","pz","psychophysics","81","495577","0.0-81.0","16","34","","","","","45","43",""
"5947","key"," "," ","13.338377528089842","500","250","pz","psychophysics","82","501526","0.0-82.0","16","34","","","","","41","37",""
"4323","key"," "," ","13.337999999999997","500","250","pz","psychophysics","83","505857","0.0-83.0","16","34","","","","","27","26",""
"4979","key"," "," ","13.337999999999903","500","250","pz","psychophysics","84","510839","0.0-84.0","16","34","","","","","51","49",""
"6289","key"," "," ","13.33835668789817","500","250","pz","psychophysics","85","517130","0.0-85.0","16","34","","","","","57","58",""
"6172","key"," "," ","13.338361471861418","500","250","pz","psychophysics","86","523303","0.0-86.0","16","34","","","","","27","29",""
"5050","key"," "," ","13.338000000000095","500","250","pz","psychophysics","87","528356","0.0-87.0","16","34","","","","","34","31",""
"3317","key"," "," ","13.338677419354715","500","250","pz","psychophysics","88","531675","0.0-88.0","16","34","","","","","30","29",""
"40329","key"," "," ","13.338221634138279","500","250","pz","psychophysics","89","572003","0.0-89.0","16","34","","","","","26","26",""
"4948","key"," "," ","13.337999999999836","500","250","pz","psychophysics","90","576953","0.0-90.0","16","34","","","","","50","49",""
"4533","key"," "," ","13.338492625368591","500","250","pz","psychophysics","91","581487","0.0-91.0","16","34","","","","","29","29",""
"596","key"," "," ","13.337999999999408","500","250","inst","psychophysics","92","582085","0.0-92.0","16","34","","","","","","",""
"3946","key"," "," ","13.33800000000027","500","250","inst","psychophysics","93","586032","0.0-93.0","16","34","","","","","","",""
"21913","key"," "," ","13.338204019488431","500","250","instFlank","psychophysics","94","607946","0.0-94.0","16","34","","","","","0.5","0.3","1"
"2200","key"," "," ","13.338000000000182","500","250","inst","psychophysics","95","610148","0.0-95.0","16","34","","","","","","",""
"6344","key"," "," ","13.338353684210512","500","250","instFlank","psychophysics","96","616494","0.0-96.0","16","34","","","","","1","0.3","1"
"492","key"," "," ","13.337999999998525","500","250","inst","psychophysics","97","616988","0.0-97.0","16","34","","","","","","",""
"571","key"," "," ","13.337999999999912","500","250","instFlank","psychophysics","98","617562","0.0-98.0","16","34","","","","","0.5","0.3","0"
"931","key"," "," ","13.338000000000635","500","250","inst","psychophysics","99","618494","0.0-99.0","16","34","","","","","","",""
"4071","key"," "," ","13.338549342105244","500","250","flank","psychophysics","100","622567","0.0-100.0","16","34","","","","","1","0.66","1"
"5432","key"," "," ","13.33799999999998","500","250","flank","psychophysics","101","628002","0.0-101.0","16","34","","","","","0","0.48","0"
"4439","key"," "," ","13.33850602409627","500","250","flank","psychophysics","102","632444","0.0-102.0","16","34","","","","","0","0.22","0"
"3901","key"," "," ","13.338000000000026","500","250","flank","psychophysics","103","636348","0.0-103.0","16","34","","","","","0","0.72","0"
"4823","key"," "," ","13.338000000000111","500","250","flank","psychophysics","104","641173","0.0-104.0","16","34","","","","","1","0.5","1"
"3881","key"," "," ","13.33857931034471","500","250","flank","psychophysics","105","645056","0.0-105.0","16","34","","","","","0","0.66","0"
"3875","key"," "," ","13.338000000000065","500","250","flank","psychophysics","106","648934","0.0-106.0","16","34","","","","","0","0.28","0"
"4028","key"," "," ","13.33855481727584","500","250","flank","psychophysics","107","652964","0.0-107.0","16","34","","","","","0","0.8","0"
"3799","key"," "," ","13.337999999999893","500","250","flank","psychophysics","108","656765","0.0-108.0","16","34","","","","","0","0.74","0"
"4361","key"," "," ","13.338000000000251","500","250","flank","psychophysics","109","661129","0.0-109.0","16","34","","","","","1","0.44","1"
"3666","key"," "," ","13.338613138685808","500","250","flank","psychophysics","110","664797","0.0-110.0","16","34","","","","","0","0.48","0"
"3687","key"," "," ","13.337999999999791","500","250","flank","psychophysics","111","668487","0.0-111.0","16","34","","","","","0","0.38","0"
"3902","key"," "," ","13.338571917808261","500","250","flank","psychophysics","112","672391","0.0-112.0","16","34","","","","","1","0.62","1"
"4303","key"," "," ","13.338000000000031","500","250","flank","psychophysics","113","676697","0.0-113.0","16","34","","","","","1","0.5","1"
"3882","key"," "," ","13.338000000000065","500","250","flank","psychophysics","114","680581","0.0-114.0","16","34","","","","","1","0.62","1"
"4844","key"," "," ","13.338464088397723","500","250","flank","psychophysics","115","685427","0.0-115.0","16","34","","","","","0","0.28","0"
"3910","key"," "," ","13.337999999999987","500","250","flank","psychophysics","116","689339","0.0-116.0","16","34","","","","","0","0.4","0"
"3964","key"," "," ","13.338562289562534","500","250","flank","psychophysics","117","693306","0.0-117.0","16","34","","","","","0","0.56","1"
"4967","key"," "," ","13.33800000000012","500","250","flank","psychophysics","118","698275","0.0-118.0","16","34","","","","","0","0.2","0"
"5847","key"," "," ","13.338381278538836","500","250","flank","psychophysics","119","704125","0.0-119.0","16","34","","","","","0","0.62","0"
"4643","key"," "," ","13.337999999999896","500","250","flank","psychophysics","120","708769","0.0-120.0","16","34","","","","","1","0.56","1"
"4311","key"," "," ","13.338520123839203","500","250","flank","psychophysics","121","713083","0.0-121.0","16","34","","","","","0","0.36","0"
"6002","key"," "," ","13.337999999999973","500","250","flank","psychophysics","122","719087","0.0-122.0","16","34","","","","","1","0.42","1"
"4000","key"," "," ","13.338561872909636","500","250","flank","psychophysics","123","723090","0.0-123.0","16","34","","","","","0","0.58","0"
"3642","key"," "," ","13.337999999999951","500","250","flank","psychophysics","124","726734","0.0-124.0","16","34","","","","","1","0.66","1"
"3859","key"," "," ","13.338000000000104","500","250","flank","psychophysics","125","730596","0.0-125.0","16","34","","","","","0","0.28","0"
"3238","key"," "," ","13.338690082644582","500","250","flank","psychophysics","126","733836","0.0-126.0","16","34","","","","","1","0.76","1"
"3696","key"," "," ","13.338000000000212","500","250","flank","psychophysics","127","737534","0.0-127.0","16","34","","","","","1","0.22","1"
"3822","key"," "," ","13.337999999999814","500","250","flank","psychophysics","128","741359","0.0-128.0","16","34","","","","","1","0.6","1"
"3769","key"," "," ","13.338597864768918","500","250","flank","psychophysics","129","745130","0.0-129.0","16","34","","","","","1","0.66","1"
