"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","response_type","key_press","avg_frame_time","center_x","center_y","block","event","resp","target"
"11711",""," ","psychophysics","20","207762","0.0-5.0-0.15","8","8","key"," ","16.710413694721826","720","200","no_feedback","trial","53","47"
"22085.99999999997",""," ","psychophysics","21","229851","0.0-5.0-0.16","8","8","key"," ","16.71060606060606","720","200","no_feedback","trial","81","66"
"14100.00000000003",""," ","psychophysics","22","243962","0.0-5.0-0.17","8","8","key"," ","16.708530805687204","720","200","no_feedback","trial","55","48"
"10193.00000000003",""," ","psychophysics","23","254159","0.0-5.0-0.18","8","8","key"," ","16.711001642036123","720","200","no_feedback","trial","59","49"
"14274",""," ","psychophysics","24","268437","0.0-5.0-0.19","8","8","key"," ","16.710433763188746","720","200","no_feedback","trial","71","53"
"8815","Great.  We Are Going To Run A Final 20 Trials With Feedback.<br>Use the Feedback To Improve Your Adjustments.","0","html-button-response","25","277253","0.0-6.0","8","8","","","","","","","","",""
"9878",""," ","psychophysics","26","287134","0.0-7.0-0.0","8","8","key"," ","16.710169491525424","720","200","feedback","trial","36","31"
"9291",""," ","psychophysics","27","296427","0.0-7.0-1.0","8","8","key"," ","16.713513513513515","720","250","feedback","feedback","",""
"14242",""," ","psychophysics","28","310673","0.0-7.0-0.1","8","8","key"," ","16.712441314553992","720","200","feedback","trial","69","57"
"10571.000000000058",""," ","psychophysics","29","321247","0.0-7.0-1.1","8","8","key"," ","16.711568938193345","720","250","feedback","feedback","",""
"10461",""," ","psychophysics","30","331721","0.0-7.0-0.2","8","8","key"," ","16.710862619808307","720","200","feedback","trial","30","25"
"1809",""," ","psychophysics","31","333536","0.0-7.0-1.2","8","8","key"," ","16.703703703703702","720","250","feedback","feedback","",""
"29423",""," ","psychophysics","32","362964","0.0-7.0-0.3","8","8","key"," ","16.710795454545455","720","200","feedback","trial","77","63"
"5170.999999999942",""," ","psychophysics","33","368140","0.0-7.0-1.3","8","8","key"," ","16.711038961038962","720","250","feedback","feedback","",""
"11750",""," ","psychophysics","34","379898","0.0-7.0-0.4","8","8","key"," ","16.711237553342816","720","200","feedback","trial","38","36"
"3933",""," ","psychophysics","35","383836","0.0-7.0-1.4","8","8","key"," ","16.71063829787234","720","250","feedback","feedback","",""
"14765.999999999942",""," ","psychophysics","36","398604","0.0-7.0-0.5","8","8","key"," ","17.17948717948718","720","200","feedback","trial","63","55"
"1226",""," ","psychophysics","37","399832","0.0-7.0-1.5","8","8","key"," ","16.71232876712329","720","250","feedback","feedback","",""
"6735.999999999942",""," ","psychophysics","38","406570","0.0-7.0-0.6","8","8","key"," ","16.713930348258707","720","200","feedback","trial","29","29"
"4916",""," ","psychophysics","39","411491","0.0-7.0-1.6","8","8","key"," ","16.713310580204777","720","250","feedback","feedback","",""
"8401",""," ","psychophysics","40","419901","0.0-7.0-0.7","8","8","key"," ","16.705765407554672","720","200","feedback","trial","26","24"
"1102",""," ","psychophysics","41","421005","0.0-7.0-1.7","8","8","key"," ","16.692307692307693","720","250","feedback","feedback","",""
"14890",""," ","psychophysics","42","435899","0.0-7.0-0.8","8","8","key"," ","16.71011235955056","720","200","feedback","trial","74","65"
"1376",""," ","psychophysics","43","437279","0.0-7.0-1.8","8","8","key"," ","16.71604938271605","720","250","feedback","feedback","",""
"12313.999999999942",""," ","psychophysics","44","449601","0.0-7.0-0.9","8","8","key"," ","16.706919945725915","720","200","feedback","trial","61","58"
"1070.0000000000582",""," ","psychophysics","45","450673","0.0-7.0-1.9","8","8","key"," ","16.714285714285715","720","250","feedback","feedback","",""
"11267",""," ","psychophysics","46","461944","0.0-7.0-0.10","8","8","key"," ","16.710252600297178","720","200","feedback","trial","76","67"
"1115",""," ","psychophysics","47","463068","0.0-7.0-1.10","8","8","key"," ","16.70149253731343","720","250","feedback","feedback","",""
"11111",""," ","psychophysics","48","474182","0.0-7.0-0.11","8","8","key"," ","16.70933734939759","720","200","feedback","trial","48","50"
"1043",""," ","psychophysics","49","475231","0.0-7.0-1.11","8","8","key"," ","16.704918032786885","720","250","feedback","feedback","",""
"12967.999999999942",""," ","psychophysics","50","488208","0.0-7.0-0.12","8","8","key"," ","16.70876288659794","720","200","feedback","trial","54","52"
"1252",""," ","psychophysics","51","489464","0.0-7.0-1.12","8","8","key"," ","16.7027027027027","720","250","feedback","feedback","",""
"11916",""," ","psychophysics","52","501384","0.0-7.0-0.13","8","8","key"," ","16.712078651685392","720","200","feedback","trial","52","53"
"1404",""," ","psychophysics","53","502797","0.0-7.0-1.13","8","8","key"," ","16.702380952380953","720","250","feedback","feedback","",""
"9371",""," ","psychophysics","54","512173","0.0-7.0-0.14","8","8","key"," ","16.710714285714285","720","200","feedback","trial","22","25"
"1414",""," ","psychophysics","55","513592","0.0-7.0-1.14","8","8","key"," ","16.714285714285715","720","250","feedback","feedback","",""
"12222",""," ","psychophysics","56","525819","0.0-7.0-0.15","8","8","key"," ","16.70998632010944","720","200","feedback","trial","48","47"
"2024",""," ","psychophysics","57","527848","0.0-7.0-1.15","8","8","key"," ","16.708333333333332","720","250","feedback","feedback","",""
"8751",""," ","psychophysics","58","536603","0.0-7.0-0.16","8","8","key"," ","16.7112810707457","720","200","feedback","trial","25","24"
"949",""," ","psychophysics","59","537562","0.0-7.0-1.16","8","8","key"," ","16.732142857142858","720","250","feedback","feedback","",""
"10738.999999999884",""," ","psychophysics","60","548304","0.0-7.0-0.17","8","8","key"," ","16.71183800623053","720","200","feedback","trial","48","50"
"1149",""," ","psychophysics","61","549457","0.0-7.0-1.17","8","8","key"," ","16.705882352941178","720","250","feedback","feedback","",""
"4714",""," ","psychophysics","62","554175","0.0-7.0-0.18","8","8","key"," ","16.71174377224199","720","200","feedback","trial","27","22"
"3875",""," ","psychophysics","63","558052","0.0-7.0-1.18","8","8","key"," ","16.714285714285715","720","250","feedback","feedback","",""
"19692",""," ","psychophysics","64","577755","0.0-7.0-0.19","8","8","key"," ","16.710526315789473","720","200","feedback","trial","64","57"
"1095",""," ","psychophysics","65","578853","0.0-7.0-1.19","8","8","key"," ","16.692307692307693","720","250","feedback","feedback","",""
