"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","response_type","key_press","response","avg_frame_time","center_x","center_y","task","resp","start","parA","version","jitterX","jitterY"
"","psychophysics","185","2126143","0.0-185.0","DIIYA","TEST","","","","","3317","key"," "," ","16.664515151515264","500","250","eb","43","35","36","1","0","0"
"","psychophysics","186","2135901","0.0-186.0","DIIYA","TEST","","","","","9756","key"," "," ","16.666876712328378","500","250","eb","42","35","34","1","0","0"
"","psychophysics","187","2139855","0.0-187.0","DIIYA","TEST","","","","","3952","key"," "," ","16.667330508475523","500","250","eb","47","45","38","1","0","0"
"","psychophysics","188","2146024","0.0-188.0","DIIYA","TEST","","","","","6165","key"," "," ","16.667748648648125","500","250","eb","58","31","52","1","0","0"
"","psychophysics","189","2149712","0.0-189.0","DIIYA","TEST","","","","","3686","key"," "," ","16.66660909090953","500","250","eb","60","53","49","1","0","0"
"","psychophysics","190","2154873","0.0-190.0","DIIYA","TEST","","","","","5160","key"," "," ","16.666278317151743","500","250","eb","53","27","43","1","0","0"
"","psychophysics","191","2155975","0.0-191.0","DIIYA","TEST","","","","","1098","key"," "," ","16.67044615384478","500","250","inst","","","","","",""
"","psychophysics","192","2159709","0.0-192.0","DIIYA","TEST","","","","","3731","key"," "," ","16.66895067264564","500","250","instBr","-20","40","300","1","0","0"
"","psychophysics","193","2160942","0.0-193.0","DIIYA","TEST","","","","","1230","key"," "," ","16.667575342465856","500","250","inst","","","","","",""
"","psychophysics","194","2166302","0.0-194.0","DIIYA","TEST","","","","","5359","key"," "," ","16.66828125000029","500","250","br","-22","39","300","1","-6","-13"
"","psychophysics","195","2170355","0.0-195.0","DIIYA","TEST","","","","","4050","key"," "," ","16.667867768594363","500","250","br","-21","22","300","1","-23","-26"
"","psychophysics","196","2174910","0.0-196.0","DIIYA","TEST","","","","","4549","key"," "," ","16.667043956042686","500","250","br","-20","-44","300","1","-13","15"
"","psychophysics","197","2179838","0.0-197.0","DIIYA","TEST","","","","","4926","key"," "," ","16.667217687074867","500","250","br","-22","5","300","1","-17","-9"
"","psychophysics","198","2184657","0.0-198.0","DIIYA","TEST","","","","","4816","key"," "," ","16.668435986158617","500","250","br","-19","18","300","1","-13","9"
"","psychophysics","199","2189089","0.0-199.0","DIIYA","TEST","","","","","4430","key"," "," ","16.667332075471233","500","250","br","-27","-35","300","1","16","7"
"","psychophysics","200","2194217","0.0-200.0","DIIYA","TEST","","","","","5126","key"," "," ","16.66688562091592","500","250","br","-16","25","300","1","14","-9"
"","psychophysics","201","2197474","0.0-201.0","DIIYA","TEST","","","","","3255","key"," "," ","16.66932820512746","500","250","br","-21","-22","300","1","-4","25"
"","psychophysics","202","2203602","0.0-202.0","DIIYA","TEST","","","","","6126","key"," "," ","16.668259562841804","500","250","br","-17","27","300","1","27","-21"
"","psychophysics","203","2208140","0.0-203.0","DIIYA","TEST","","","","","4533","key"," "," ","16.668485294118426","500","250","br","-19","-19","300","1","-28","-10"
"","psychophysics","204","2213837","0.0-204.0","DIIYA","TEST","","","","","5694","key"," "," ","16.666485294117592","500","250","br","-27","-41","300","1","11","7"
"","psychophysics","205","2218401","0.0-205.0","DIIYA","TEST","","","","","4560","key"," "," ","16.668263736262837","500","250","br","-26","-44","300","1","-7","-28"
"","psychophysics","206","2225357","0.0-206.0","DIIYA","TEST","","","","","6953","key"," "," ","16.667438848921247","500","250","br","-18","3","300","1","15","-27"
"","psychophysics","207","2230784","0.0-207.0","DIIYA","TEST","","","","","5425","key"," "," ","16.667330246914556","500","250","br","-17","13","300","1","30","-3"
"","psychophysics","208","2233524","0.0-208.0","DIIYA","TEST","","","","","2737","key"," "," ","16.666268292681043","500","250","br","-22","-5","300","1","11","-20"
