pid task resp start version parA rt time_elapsed
571e332b1bdf1a00119149f2 zol 1.42 -0.42 1 NA 3813 762725
571e332b1bdf1a00119149f2 zol 1.11 0.29 1 NA 5185 767913
571e332b1bdf1a00119149f2 zol 1.18 -0.58 1 NA 7573 775488
571e332b1bdf1a00119149f2 zol 0.97 -0.67 1 NA 5656 781149
571e332b1bdf1a00119149f2 zol 0.94 0.06 1 NA 4400 785552
571e332b1bdf1a00119149f2 pog 365.5 330.5 2 279.5 5986 810353
571e332b1bdf1a00119149f2 pog 416.5 278.5 2 342.5 17052 827407
571e332b1bdf1a00119149f2 pog 409.5 347.5 2 339.5 7559 834968
571e332b1bdf1a00119149f2 pog 437.5 257.5 2 357.5 17988 852958
571e332b1bdf1a00119149f2 pog 404.5 293.5 2 327.5 14733 867694
571e332b1bdf1a00119149f2 pog 394.5 394.5 2 313.5 1110 868806
571e332b1bdf1a00119149f2 pog 425.5 363.5 2 356.5 7967 876776
571e332b1bdf1a00119149f2 pog 372.5 372.5 2 317.5 1078 877855
571e332b1bdf1a00119149f2 pog 411.5 328.5 2 351.5 9185 887042
571e332b1bdf1a00119149f2 pog 353.5 303.5 2 281.5 7368 894412
571e332b1bdf1a00119149f2 pog 380.5 250.5 2 314.5 13919 908332
571e332b1bdf1a00119149f2 pog 414.5 366.5 2 351.5 5567 913902
571e332b1bdf1a00119149f2 pog 389.5 265.5 2 319.5 12014 925918
571e332b1bdf1a00119149f2 pog 391.5 294.5 2 317.5 10165 936087
571e332b1bdf1a00119149f2 pog 410.5 349.5 2 338.5 8720 944810
571e332b1bdf1a00119149f2 pz 45 45 1 45 401 949059
571e332b1bdf1a00119149f2 pz 55 55 1 49 787 949851
571e332b1bdf1a00119149f2 pz 37 28 1 20 4116 953969
571e332b1bdf1a00119149f2 pz 49 32 1 35 3751 957722
571e332b1bdf1a00119149f2 pz 83 40 1 56 4891 962616
571e332b1bdf1a00119149f2 pz 58 39 1 48 5903 968522
571e332b1bdf1a00119149f2 pz 45 28 1 33 3441 971967
571e332b1bdf1a00119149f2 pz 55 23 1 47 4443 976413
571e332b1bdf1a00119149f2 pz 51 51 1 34 920 977334
571e332b1bdf1a00119149f2 pz 62 51 1 50 2352 979689
571e332b1bdf1a00119149f2 pz 67 49 1 53 2688 982383
571e332b1bdf1a00119149f2 pz 89 52 1 57 4538 986924
571e332b1bdf1a00119149f2 pz 83 58 1 53 3310 990238
571e332b1bdf1a00119149f2 pz 48 43 1 24 3114 993355
571e332b1bdf1a00119149f2 pz 70 52 1 44 2739 996098
571e332b1bdf1a00119149f2 eb 39 27 1 26 3352 1009817
571e332b1bdf1a00119149f2 eb 50 31 1 42 2799 1012618
571e332b1bdf1a00119149f2 eb 59 50 1 48 1789 1014408
571e332b1bdf1a00119149f2 eb 57 48 1 50 1900 1016310
571e332b1bdf1a00119149f2 eb 52 42 1 51 1833 1018144
571e332b1bdf1a00119149f2 eb 57 34 1 48 4002 1022148
571e332b1bdf1a00119149f2 eb 23 30 1 24 2388 1024537
571e332b1bdf1a00119149f2 eb 52 52 1 50 1302 1025844
571e332b1bdf1a00119149f2 eb 50 34 1 44 3918 1029763
571e332b1bdf1a00119149f2 eb 45 51 1 37 1999 1031765
571e332b1bdf1a00119149f2 eb 38 24 1 34 2485 1034252
571e332b1bdf1a00119149f2 eb 52 39 1 42 2257 1036513
571e332b1bdf1a00119149f2 eb 47 34 1 39 2618 1039132
571e332b1bdf1a00119149f2 eb 23 30 1 24 2583 1041717
571e332b1bdf1a00119149f2 eb 55 46 1 47 1854 1043572
571e332b1bdf1a00119149f2 br 40 25 2 300 2913 1052283
571e332b1bdf1a00119149f2 br 29 2 2 300 2006 1054290
571e332b1bdf1a00119149f2 br 30 -49 2 300 6047 1060339
571e332b1bdf1a00119149f2 br 34 -37 2 300 6113 1066457
571e332b1bdf1a00119149f2 br 34 -31 2 300 4903 1071362
571e332b1bdf1a00119149f2 br 37 18 2 300 2231 1073596
571e332b1bdf1a00119149f2 br 22 -30 2 300 3418 1077016
571e332b1bdf1a00119149f2 br 30 -6 2 300 1679 1078700
571e332b1bdf1a00119149f2 br 27 23 2 300 3936 1082640
571e332b1bdf1a00119149f2 br 30 -6 2 300 1734 1084378
571e332b1bdf1a00119149f2 br 27 -17 2 300 2608 1086989
571e332b1bdf1a00119149f2 br 20 -30 2 300 2672 1089664
571e332b1bdf1a00119149f2 br 37 28 2 300 3158 1092824
571e332b1bdf1a00119149f2 br 34 23 2 300 3189 1096015
571e332b1bdf1a00119149f2 br 21 -47 2 300 5841 1101857
5b70ed4b99982e000145eb7b pog 217 165 1 186 6943 169690
5b70ed4b99982e000145eb7b pog 187 122 1 155 11607 181299
5b70ed4b99982e000145eb7b pog 166 94 1 126 20223 201524
5b70ed4b99982e000145eb7b pog 189 85 1 149 11527 213052
5b70ed4b99982e000145eb7b pog 235 114 1 196 13416 226468
5b70ed4b99982e000145eb7b pog 200 202 1 171 13015 239484
5b70ed4b99982e000145eb7b pog 159 192 1 121 6367 245852
5b70ed4b99982e000145eb7b pog 151 172 1 120 5840 251693
5b70ed4b99982e000145eb7b pog 229 158 1 191 10583 262277
5b70ed4b99982e000145eb7b pog 213 216 1 179 11039 273317
5b70ed4b99982e000145eb7b pog 191 145 1 159 6543 279861
5b70ed4b99982e000145eb7b pog 215 111 1 176 13063 292925
5b70ed4b99982e000145eb7b pog 217 105 1 173 16815 309742
5b70ed4b99982e000145eb7b pog 221 88 1 183 11456 321199
5b70ed4b99982e000145eb7b pog 168 212 1 132 4951 326150
5b70ed4b99982e000145eb7b zol 1.62 0.58 1 NA 27911 411785
5b70ed4b99982e000145eb7b zol 1.27 -0.07 1 NA 4014 415800
5b70ed4b99982e000145eb7b zol 1.69 0.11 1 NA 3574 419377
5b70ed4b99982e000145eb7b zol 1.66 0.14 1 NA 4327 423705
5b70ed4b99982e000145eb7b zol 1.75 0.25 1 NA 5518 429225
5b70ed4b99982e000145eb7b zol 1.5 0.7 1 NA 3958 433185
5b70ed4b99982e000145eb7b zol 2.27 -0.37 1 NA 6239 439425
5b70ed4b99982e000145eb7b zol 1.59 -0.09 1 NA 5703 445129
5b70ed4b99982e000145eb7b zol 1.48 -0.38 1 NA 3815 448945
5b70ed4b99982e000145eb7b zol 1.93 -0.33 1 NA 5175 454122
5b70ed4b99982e000145eb7b zol 0.92 0.68 1 NA 3198 457322
5b70ed4b99982e000145eb7b zol 1.57 0.03 1 NA 4583 461906
5b70ed4b99982e000145eb7b zol 2.18 -0.18 1 NA 3318 465226
5b70ed4b99982e000145eb7b zol 2.01 -0.01 1 NA 7151 472378
5b70ed4b99982e000145eb7b zol 1.75 0.35 1 NA 6751 479130
5b70ed4b99982e000145eb7b eb 54 25 1 51 7199 536796
5b70ed4b99982e000145eb7b eb 50 30 1 48 8639 545436
5b70ed4b99982e000145eb7b eb 52 46 1 51 7935 553372
5b70ed4b99982e000145eb7b eb 41 46 1 37 5994 559372
5b70ed4b99982e000145eb7b eb 31 34 1 29 7463 566836
5b70ed4b99982e000145eb7b eb 33 28 1 30 6582 573420
5b70ed4b99982e000145eb7b eb 56 32 1 52 5687 579109
5b70ed4b99982e000145eb7b eb 57 47 1 52 7791 586901
5b70ed4b99982e000145eb7b eb 42 52 1 38 7639 594540
5b70ed4b99982e000145eb7b eb 35 44 1 30 8087 602628
5b70ed4b99982e000145eb7b eb 47 43 1 44 5615 608245
5b70ed4b99982e000145eb7b eb 44 53 1 40 6131 614381
5b70ed4b99982e000145eb7b eb 46 31 1 42 6087 620469
5b70ed4b99982e000145eb7b eb 53 39 1 48 5463 625933
5b70ed4b99982e000145eb7b eb 51 28 1 46 6680 632614
5b70ed4b99982e000145eb7b br 19 -33 2 300 5396 664558
5b70ed4b99982e000145eb7b br 22 33 2 300 6519 671078
5b70ed4b99982e000145eb7b br 24 23 2 300 8943 680023
5b70ed4b99982e000145eb7b br 22 5 2 300 3047 683071
5b70ed4b99982e000145eb7b br 34 41 2 300 7887 690959
5b70ed4b99982e000145eb7b br 25 0 2 300 4055 695015
5b70ed4b99982e000145eb7b br 25 -38 2 300 5015 700031
5b70ed4b99982e000145eb7b br 24 48 2 300 12647 712680
5b70ed4b99982e000145eb7b br 19 -7 2 300 2967 715648
5b70ed4b99982e000145eb7b br 18 -22 2 300 3375 719024
5b70ed4b99982e000145eb7b br 30 22 2 300 3703 722728
5b70ed4b99982e000145eb7b br 17 -39 2 300 5975 728704
5b70ed4b99982e000145eb7b br 25 5 2 300 5551 734256
5b70ed4b99982e000145eb7b br 17 -34 2 300 5624 739881
5b70ed4b99982e000145eb7b br 19 32 2 300 7550 747432
5b70ed4b99982e000145eb7b pz 36 34 1 33 10399 793034
5b70ed4b99982e000145eb7b pz 45 48 1 36 5159 798194
5b70ed4b99982e000145eb7b pz 34 59 1 24 6599 804794
5b70ed4b99982e000145eb7b pz 43 32 1 34 8023 812818
5b70ed4b99982e000145eb7b pz 56 37 1 50 4063 816882
5b70ed4b99982e000145eb7b pz 39 54 1 34 4527 821410
5b70ed4b99982e000145eb7b pz 56 36 1 48 6511 827922
5b70ed4b99982e000145eb7b pz 42 25 1 36 5247 833171
5b70ed4b99982e000145eb7b pz 56 47 1 44 7543 840715
5b70ed4b99982e000145eb7b pz 56 20 1 48 8639 849355
5b70ed4b99982e000145eb7b pz 57 47 1 50 3707 853067
5b70ed4b99982e000145eb7b pz 56 43 1 48 6271 859339
5b70ed4b99982e000145eb7b pz 25 34 1 22 4727 864067
5b70ed4b99982e000145eb7b pz 25 47 1 20 6247 870316
5b70ed4b99982e000145eb7b pz 57 59 1 48 6415 876732
5b70ed4b99982e000145eb7b pz 43 52 2 54 6447 909260
5b70ed4b99982e000145eb7b pz 31 24 2 36 4455 913716
5b70ed4b99982e000145eb7b pz 25 24 2 34 7151 920869
5b70ed4b99982e000145eb7b pz 41 45 2 53 6528 927397
5b70ed4b99982e000145eb7b pz 29 35 2 35 5478 932877
5b70ed4b99982e000145eb7b pz 36 25 2 50 5583 938461
5b70ed4b99982e000145eb7b pz 33 35 2 46 2823 941285
5b70ed4b99982e000145eb7b pz 33 29 2 50 3298 944589
5b70ed4b99982e000145eb7b pz 17 43 2 22 6303 950894
5b70ed4b99982e000145eb7b pz 21 26 2 24 5031 955925
5b70ed4b99982e000145eb7b pz 35 25 2 40 5319 961245
5b70ed4b99982e000145eb7b pz 39 32 2 54 2783 964029
5b70ed4b99982e000145eb7b pz 40 58 2 57 4808 968838
5b70ed4b99982e000145eb7b pz 20 32 2 22 4831 973670
5b70ed4b99982e000145eb7b pz 39 31 2 56 4214 977885
5b70ed4b99982e000145eb7b br -1 -5 1 300 5807 988902
5b70ed4b99982e000145eb7b br -5 -33 1 300 7733 996638
5b70ed4b99982e000145eb7b br -1 -13 1 300 4527 1001166
5b70ed4b99982e000145eb7b br -8 -47 1 300 5943 1007110
5b70ed4b99982e000145eb7b br -9 -39 1 300 5175 1012286
5b70ed4b99982e000145eb7b br -7 43 1 300 5695 1017983
5b70ed4b99982e000145eb7b br 5 40 1 300 5695 1023679
5b70ed4b99982e000145eb7b br -10 -26 1 300 6391 1030071
5b70ed4b99982e000145eb7b br -4 -2 1 300 2623 1032695
5b70ed4b99982e000145eb7b br -2 14 1 300 3967 1036663
5b70ed4b99982e000145eb7b br -12 -24 1 300 3647 1040312
5b70ed4b99982e000145eb7b br -7 27 1 300 7719 1048032
5b70ed4b99982e000145eb7b br -10 -25 1 300 6352 1054384
5b70ed4b99982e000145eb7b br -1 50 1 300 8815 1063200
5b70ed4b99982e000145eb7b br -7 14 1 300 8631 1071833
5b70ed4b99982e000145eb7b zol -0.71 -0.49 2 NA 17864 1099642
5b70ed4b99982e000145eb7b zol -1.91 0.31 2 NA 15430 1115073
5b70ed4b99982e000145eb7b zol -0.51 -0.69 2 NA 5239 1120314
5b70ed4b99982e000145eb7b zol -1.25 -0.25 2 NA 3006 1123322
5b70ed4b99982e000145eb7b zol -2.12 0.62 2 NA 2990 1126314
5b70ed4b99982e000145eb7b zol -1.14 -0.36 2 NA 2935 1129250
5b70ed4b99982e000145eb7b zol -2.54 0.74 2 NA 3415 1132666
5b70ed4b99982e000145eb7b zol -1.09 -0.71 2 NA 3134 1135802
5b70ed4b99982e000145eb7b zol -1.62 -0.18 2 NA 3671 1139474
5b70ed4b99982e000145eb7b zol -1.25 -0.75 2 NA 3302 1142778
5b70ed4b99982e000145eb7b zol -1.72 -0.58 2 NA 2951 1145730
5b70ed4b99982e000145eb7b zol -2.1 -0.4 2 NA 3094 1148826
5b70ed4b99982e000145eb7b zol -1.91 -0.49 2 NA 4087 1152914
5b70ed4b99982e000145eb7b zol -2.46 0.46 2 NA 3502 1156418
5b70ed4b99982e000145eb7b zol -2.14 0.64 2 NA 4135 1160555
5b70ed4b99982e000145eb7b pog 399.5 334.5 2 334.5 6247 1201988
5b70ed4b99982e000145eb7b pog 357.5 354.5 2 288.5 2558 1204547
5b70ed4b99982e000145eb7b pog 395.5 353.5 2 324.5 5447 1209996
5b70ed4b99982e000145eb7b pog 362.5 271.5 2 291.5 7790 1217788
5b70ed4b99982e000145eb7b pog 381.5 379.5 2 315.5 2179 1219972
5b70ed4b99982e000145eb7b pog 389.5 250.5 2 319.5 7359 1227332
5b70ed4b99982e000145eb7b pog 395.5 335.5 2 323.5 6048 1233381
5b70ed4b99982e000145eb7b pog 365.5 262.5 2 297.5 6847 1240229
5b70ed4b99982e000145eb7b pog 402.5 243.5 2 334.5 8783 1249013
5b70ed4b99982e000145eb7b pog 410.5 286.5 2 334.5 7887 1256901
5b70ed4b99982e000145eb7b pog 387.5 315.5 2 312.5 6768 1263670
5b70ed4b99982e000145eb7b pog 384.5 276.5 2 309.5 9047 1272717
5b70ed4b99982e000145eb7b pog 400.5 262.5 2 335.5 8831 1281550
5b70ed4b99982e000145eb7b pog 426.5 399.5 2 359.5 4767 1286317
5b70ed4b99982e000145eb7b pog 352.5 283.5 2 292.5 6975 1293294
5b70ed4b99982e000145eb7b eb 45 40 2 42 7263 1309878
5b70ed4b99982e000145eb7b eb 50 29 2 49 7095 1316974
5b70ed4b99982e000145eb7b eb 36 36 2 36 6590 1323565
5b70ed4b99982e000145eb7b eb 42 39 2 41 3616 1327182
5b70ed4b99982e000145eb7b eb 24 49 2 26 4941 1332126
5b70ed4b99982e000145eb7b eb 29 46 2 29 8399 1340526
5b70ed4b99982e000145eb7b eb 36 52 2 35 9815 1350342
5b70ed4b99982e000145eb7b eb 41 50 2 40 7215 1357559
5b70ed4b99982e000145eb7b eb 39 39 2 39 7663 1365223
5b70ed4b99982e000145eb7b eb 40 38 2 37 3927 1369151
5b70ed4b99982e000145eb7b eb 34 49 2 35 6799 1375952
5b70ed4b99982e000145eb7b eb 48 42 2 47 3775 1379728
5b70ed4b99982e000145eb7b eb 33 26 2 32 6463 1386192
5b70ed4b99982e000145eb7b eb 50 27 2 48 5935 1392128
5b70ed4b99982e000145eb7b eb 32 34 2 31 7807 1399936
5dd4189ef30aa640b4e9c094 eb 43 33 1 37 12557 232748
5dd4189ef30aa640b4e9c094 eb 40 33 1 38 7541 240304
5dd4189ef30aa640b4e9c094 eb 28 28 1 24 3073 243382
5dd4189ef30aa640b4e9c094 eb 31 25 1 30 6607 250003
5dd4189ef30aa640b4e9c094 eb 42 40 1 38 5290 255298
5dd4189ef30aa640b4e9c094 eb 56 51 1 53 5975 261280
5dd4189ef30aa640b4e9c094 eb 56 54 1 52 4252 265552
5dd4189ef30aa640b4e9c094 eb 45 31 1 43 7388 272946
5dd4189ef30aa640b4e9c094 eb 53 50 1 48 6076 279026
5dd4189ef30aa640b4e9c094 eb 55 37 1 50 8760 287791
5dd4189ef30aa640b4e9c094 eb 35 35 1 33 2044 289839
5dd4189ef30aa640b4e9c094 eb 50 42 1 44 6754 296608
5dd4189ef30aa640b4e9c094 eb 48 36 1 45 6893 303506
5dd4189ef30aa640b4e9c094 eb 55 49 1 50 6943 310455
5dd4189ef30aa640b4e9c094 eb 34 50 1 27 9047 319519
5dd4189ef30aa640b4e9c094 zol -0.06 -0.34 1 NA 26428 425700
5dd4189ef30aa640b4e9c094 zol -1.74 -0.16 1 NA 11423 437137
5dd4189ef30aa640b4e9c094 zol 0.53 -0.53 1 NA 1051 438204
5dd4189ef30aa640b4e9c094 zol 0.6 -0.6 1 NA 1129 439341
5dd4189ef30aa640b4e9c094 zol -0.25 0.25 1 NA 919 440272
5dd4189ef30aa640b4e9c094 zol 0.41 -0.41 1 NA 741 441023
5dd4189ef30aa640b4e9c094 zol 0.68 -0.68 1 NA 678 441709
5dd4189ef30aa640b4e9c094 zol -0.61 0.61 1 NA 693 442411
5dd4189ef30aa640b4e9c094 zol 0.12 -0.12 1 NA 689 443109
5dd4189ef30aa640b4e9c094 zol 0.22 -0.22 1 NA 640 443754
5dd4189ef30aa640b4e9c094 zol 0.65 -0.65 1 NA 623 444393
5dd4189ef30aa640b4e9c094 zol 0.15 -0.15 1 NA 745 445150
5dd4189ef30aa640b4e9c094 zol -0.53 0.53 1 NA 665 445823
5dd4189ef30aa640b4e9c094 zol -0.17 0.17 1 NA 736 446572
5dd4189ef30aa640b4e9c094 zol -0.44 0.44 1 NA 628 447213
5dd4189ef30aa640b4e9c094 pog 430.5 329.5 2 329.5 30700 560640
5dd4189ef30aa640b4e9c094 pog 413.5 301.5 2 320.5 29189 589839
5dd4189ef30aa640b4e9c094 pog 449.5 292.5 2 356.5 15996 605840
5dd4189ef30aa640b4e9c094 pog 430.5 387.5 2 332.5 7697 613546
5dd4189ef30aa640b4e9c094 pog 418.5 293.5 2 319.5 9388 622938
5dd4189ef30aa640b4e9c094 pog 399.5 399.5 2 289.5 4180 627126
5dd4189ef30aa640b4e9c094 pog 451.5 384.5 2 355.5 9602 636737
5dd4189ef30aa640b4e9c094 pog 414.5 308.5 2 322.5 8302 645044
5dd4189ef30aa640b4e9c094 pog 405.5 373.5 2 305.5 7304 652356
5dd4189ef30aa640b4e9c094 pog 396.5 270.5 2 297.5 10155 662520
5dd4189ef30aa640b4e9c094 pog 427.5 285.5 2 329.5 9929 672453
5dd4189ef30aa640b4e9c094 pog 379.5 299.5 2 288.5 14217 686675
5dd4189ef30aa640b4e9c094 pog 411.5 283.5 2 315.5 14232 700915
5dd4189ef30aa640b4e9c094 pog 438.5 377.5 2 345.5 12069 712993
5dd4189ef30aa640b4e9c094 pog 446.5 241.5 2 352.5 14582 727579
5dd4189ef30aa640b4e9c094 br -25 -27 1 300 5857 793726
5dd4189ef30aa640b4e9c094 br -23 -23 1 300 4617 798349
5dd4189ef30aa640b4e9c094 br -20 -17 1 300 4360 802716
5dd4189ef30aa640b4e9c094 br -16 14 1 300 4883 807604
5dd4189ef30aa640b4e9c094 br -22 -22 1 300 2333 809942
5dd4189ef30aa640b4e9c094 br -13 49 1 300 7523 817470
5dd4189ef30aa640b4e9c094 br -23 -13 1 300 4143 821619
5dd4189ef30aa640b4e9c094 br -18 -6 1 300 4437 826061
5dd4189ef30aa640b4e9c094 br -13 41 1 300 8646 834715
5dd4189ef30aa640b4e9c094 br -23 -38 1 300 7645 842369
5dd4189ef30aa640b4e9c094 br -14 -5 1 300 6791 849165
5dd4189ef30aa640b4e9c094 br -15 -7 1 300 4626 853795
5dd4189ef30aa640b4e9c094 br -11 49 1 300 6450 860250
5dd4189ef30aa640b4e9c094 br -10 31 1 300 7011 867266
5dd4189ef30aa640b4e9c094 br -14 -37 1 300 10571 877840
5dd4189ef30aa640b4e9c094 pz 29 26 2 46 5422 945257
5dd4189ef30aa640b4e9c094 pz 35 58 2 50 7798 953060
5dd4189ef30aa640b4e9c094 pz 25 52 2 28 9341 962405
5dd4189ef30aa640b4e9c094 pz 32 32 2 46 2258 964669
5dd4189ef30aa640b4e9c094 pz 26 46 2 34 8490 973168
5dd4189ef30aa640b4e9c094 pz 22 59 2 25 11930 985109
5dd4189ef30aa640b4e9c094 pz 16 46 2 20 8421 993538
5dd4189ef30aa640b4e9c094 pz 31 48 2 44 6885 1000433
5dd4189ef30aa640b4e9c094 pz 17 57 2 20 8907 1009345
5dd4189ef30aa640b4e9c094 pz 18 32 2 22 4439 1013790
5dd4189ef30aa640b4e9c094 pz 26 26 2 52 1951 1015744
5dd4189ef30aa640b4e9c094 pz 28 48 2 38 5949 1021699
5dd4189ef30aa640b4e9c094 pz 25 39 2 31 5455 1027159
5dd4189ef30aa640b4e9c094 pz 29 47 2 36 5093 1032255
5dd4189ef30aa640b4e9c094 pz 39 52 2 57 7709 1039969
5dd4189ef30aa640b4e9c094 br 20 -44 2 300 6886 1076837
5dd4189ef30aa640b4e9c094 br 28 12 2 300 8093 1084935
5dd4189ef30aa640b4e9c094 br 15 -35 2 300 5320 1090259
5dd4189ef30aa640b4e9c094 br 24 43 2 300 5824 1096088
5dd4189ef30aa640b4e9c094 br 26 11 2 300 5729 1101821
5dd4189ef30aa640b4e9c094 br 29 16 2 300 6493 1108319
5dd4189ef30aa640b4e9c094 br 29 37 2 300 10798 1119121
5dd4189ef30aa640b4e9c094 br 29 -37 2 300 7570 1126699
5dd4189ef30aa640b4e9c094 br 28 10 2 300 5466 1132171
5dd4189ef30aa640b4e9c094 br 28 41 2 300 8402 1140580
5dd4189ef30aa640b4e9c094 br 19 41 2 300 7388 1147976
5dd4189ef30aa640b4e9c094 br 20 -15 2 300 7139 1155124
5dd4189ef30aa640b4e9c094 br 23 -25 2 300 4249 1159382
5dd4189ef30aa640b4e9c094 br 16 -47 2 300 6907 1166298
5dd4189ef30aa640b4e9c094 br 21 -11 2 300 6090 1172395
5dd4189ef30aa640b4e9c094 zol -0.94 -0.26 2 NA 8333 1195578
5dd4189ef30aa640b4e9c094 zol -1.24 0.64 2 NA 5407 1200990
5dd4189ef30aa640b4e9c094 zol -0.97 0.07 2 NA 5875 1206878
5dd4189ef30aa640b4e9c094 zol -1 -0.6 2 NA 18300 1225184
