"success","trial_type","trial_index","time_elapsed","internal_node_id","pid","sid","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","response_type","key_press","avg_frame_time","center_x","center_y","task","resp","start","version","jitterX","jitterY","parA"
"","psychophysics","115","599072","0.0-115.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","3187",""," ","key"," ","16.604166666666668","500","250","br","-16","6","1","-19","5","244"
"","psychophysics","116","604371","0.0-116.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","5283",""," ","key"," ","16.635220125786162","500","250","br","-17","48","1","29","23","288"
"","psychophysics","117","610947","0.0-117.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","6561",""," ","key"," ","16.64720812182741","500","250","br","-24","44","1","-22","6","298"
"","psychophysics","118","613596","0.0-118.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","2632",""," ","key"," ","16.553459119496857","500","250","br","-21","-13","1","-12","27","237"
"","psychophysics","119","618820","0.0-119.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","5206",""," ","key"," ","16.60702875399361","500","250","br","-14","44","1","-8","-8","297"
"","psychophysics","120","620082","0.0-120.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","1254",""," ","key"," ","16.36842105263158","500","250","inst","","","","","",""
"","psychophysics","121","625947","0.0-121.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","5859",""," ","key"," ","16.607954545454547","500","250","instPz4","49","15","2","","","30"
"","psychophysics","122","626772","0.0-122.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","815",""," ","key"," ","16.34","500","250","inst","","","","","",""
"","psychophysics","123","634778","0.0-123.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","null","","null","key","null","16.647916666666667","500","250","pz","107","58","2","","","29"
"","psychophysics","124","638026","0.0-124.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","3226",""," ","key"," ","16.670103092783506","500","250","pz","14","29","2","","","26"
"","psychophysics","125","643570","0.0-125.0","63d0272f5a38c78b4d6fa5e2","64cab2b9a779223b1c08e8c2","","","","","5532",""," ","key"," ","16.624624624624623","500","250","pz","23","38","2","","","55"
